order_id,product_id,product_name,quantity,unit_price,warehouse_id,order_status,order_timestamp
d517ffd1-14d7-42e9-9858-11c10c1b2fbd,P103,Tablet,2,30000,WH_CHE,SHIPPED,2026-01-15T09:36:28.056230
e9f72cf6-4c3d-47d2-a57b-d812761048a7,P101,Laptop,1,75000,WH_DEL,PACKED,2026-01-15T01:54:20.056230
4b7e2859-1067-4afb-90a5-90dcf38d7cd1,P101,Laptop,4,75000,WH_BLR,CREATED,2026-01-15T07:47:47.056230
9736ebc1-96e8-43a7-bd46-f527387490e1,P101,Laptop,3,75000,WH_MUM,CREATED,2026-01-15T00:44:43.056230
98698adc-7426-42a4-8bf6-8301e789be5e,P104,Monitor,5,15000,WH_BLR,CREATED,2026-01-15T03:06:36.056230
a77689f4-febe-4c05-a27e-ecac3fb10aab,P102,Phone,4,40000,WH_CHE,CREATED,2026-01-14T17:48:27.056230
91d27c04-a6dd-4d91-aaa6-52f934ecb86d,P101,Laptop,3,75000,WH_BLR,PACKED,2026-01-14T20:37:24.056230
0ece2916-6558-4a21-ad48-2a2c61e6f9b8,P104,Monitor,5,15000,WH_CHE,SHIPPED,2026-01-14T22:55:20.056230
ae71c596-626b-4733-80f1-6229824732e8,P104,Monitor,2,15000,WH_MUM,PACKED,2026-01-15T01:10:56.056230
6dad76c9-70c9-4e50-b135-e12b4f895336,P103,Tablet,3,30000,WH_DEL,PACKED,2026-01-15T04:04:23.056230
84d27ee3-4a77-40cf-991e-7be8926796ea,P101,Laptop,4,75000,WH_CHE,PACKED,2026-01-15T09:03:05.056230
d2d492f5-cddf-4ffd-ac3e-fa1618077f31,P105,Keyboard,5,2000,WH_DEL,PACKED,2026-01-15T08:28:34.056230
f5bfc5c3-a419-42e5-b085-4d249e1ade4f,P105,Keyboard,1,2000,WH_BLR,PACKED,2026-01-15T00:58:08.056230
486acda8-22b1-4e35-ab59-11acac9569ad,P105,Keyboard,2,2000,WH_CHE,PACKED,2026-01-15T02:48:56.056230
e5767a94-5142-45cd-9244-8c1688a4f09a,P105,Keyboard,5,2000,WH_BLR,CREATED,2026-01-15T06:37:40.056230
54414c9d-e3bf-4d84-a70e-4a9c236fb867,P101,Laptop,3,75000,WH_CHE,PACKED,2026-01-15T12:21:20.056230
19661dc8-b442-4efc-a345-e7cc8d31b6f9,P101,Laptop,4,75000,WH_MUM,CREATED,2026-01-14T16:25:52.056230
9414e765-4f86-4500-ae90-dadc7391e429,P104,Monitor,4,15000,WH_BLR,SHIPPED,2026-01-14T12:47:42.056230
946f474f-4ad4-4bcb-ac2f-d9456332b014,P105,Keyboard,4,2000,WH_MUM,SHIPPED,2026-01-15T08:28:38.056230
6d29c8de-02fb-4793-9d98-4bbfdf9b1e70,P102,Phone,3,40000,WH_MUM,PACKED,2026-01-14T23:52:33.056230
31489589-10ce-4d04-bbcd-1c78ae09188c,P103,Tablet,4,30000,WH_DEL,SHIPPED,2026-01-15T03:06:29.056230
a87070a9-643d-4c6d-8a68-3965857b19d3,P105,Keyboard,2,2000,WH_DEL,CREATED,2026-01-14T18:54:46.056230
ac0ecc60-4a87-4d26-a257-4788d715c96e,P101,Laptop,1,75000,WH_CHE,CREATED,2026-01-15T09:49:06.056230
d8719b1e-f04d-459f-9ef9-bc7600fa405b,P103,Tablet,2,30000,WH_MUM,CREATED,2026-01-14T14:42:50.056230
187eb6ad-9121-4435-812b-e7d2724d1014,P103,Tablet,2,30000,WH_BLR,CREATED,2026-01-14T20:47:32.056230
36ceb770-1eb5-438f-8cfd-e0a4eb75b88a,P104,Monitor,5,15000,WH_DEL,SHIPPED,2026-01-15T04:05:48.056230
221a865f-6e7c-4a9f-b861-6ee50e50e3ec,P103,Tablet,5,30000,WH_MUM,SHIPPED,2026-01-15T06:48:46.056230
b207dd80-378b-4ee2-b910-92b5b3a60fea,P102,Phone,1,40000,WH_DEL,CREATED,2026-01-15T12:29:13.056230
fcbd3046-d95c-4dce-8c76-fca0048d517b,P104,Monitor,4,15000,WH_DEL,PACKED,2026-01-14T14:38:06.056230
ae584c63-88ab-419f-995a-e233c78b3835,P104,Monitor,2,15000,WH_DEL,PACKED,2026-01-15T06:02:47.056230
bf6ddadc-80a8-45f2-a82e-0a72f3b11a87,P102,Phone,1,40000,WH_BLR,CREATED,2026-01-15T05:36:23.056230
18e82665-0709-4f12-90c7-b67a9b896e57,P105,Keyboard,4,2000,WH_BLR,CREATED,2026-01-15T11:21:21.056230
af11997f-7647-4610-a6dd-ecfa00b735cf,P102,Phone,3,40000,WH_DEL,PACKED,2026-01-15T12:04:14.056230
a86a506f-3852-4bac-8246-0121b59300c6,P104,Monitor,5,15000,WH_DEL,PACKED,2026-01-15T08:12:25.056230
d260e4d2-0a1b-4b4c-b5cd-4a8bc5687332,P101,Laptop,5,75000,WH_CHE,CREATED,2026-01-14T14:46:26.056230
5018903e-bc35-4c9f-b640-a60791c30d32,P102,Phone,4,40000,WH_CHE,SHIPPED,2026-01-15T08:15:24.056230
e473632a-37de-48f7-99bd-8ea158b30074,P102,Phone,3,40000,WH_DEL,SHIPPED,2026-01-15T10:02:23.056230
3fc7ebdb-9691-4dd9-b8ec-ff71cf37b83a,P101,Laptop,1,75000,WH_CHE,PACKED,2026-01-15T09:36:16.056230
665f79f1-2e38-4c65-a917-8beb3210052f,P103,Tablet,4,30000,WH_MUM,SHIPPED,2026-01-15T11:56:34.056230
9a879f70-ed79-4292-9c28-5d278e79e7b4,P101,Laptop,5,75000,WH_MUM,PACKED,2026-01-15T01:03:55.056230
29ce336e-016e-47fe-94f2-e2efb50b4938,P102,Phone,5,40000,WH_BLR,PACKED,2026-01-14T17:13:32.056230
251587d0-49f9-402e-9364-c4aebb3a9693,P102,Phone,5,40000,WH_BLR,PACKED,2026-01-14T16:07:06.056230
aa2e8bef-5602-4177-9763-a4e4dca4a361,P103,Tablet,4,30000,WH_DEL,CREATED,2026-01-15T00:23:04.056230
72eb8216-8c7f-46b1-a65f-0529780e3a77,P104,Monitor,2,15000,WH_BLR,PACKED,2026-01-15T11:36:21.056230
0bb7bbb5-ce61-4075-b889-18e79077590b,P104,Monitor,5,15000,WH_MUM,CREATED,2026-01-15T08:46:49.056230
b7437df8-89e9-4c96-b1b6-aca86bb6ef09,P104,Monitor,3,15000,WH_MUM,SHIPPED,2026-01-14T21:47:57.056230
467b6463-1351-4c2c-a2e0-9efd84987d97,P103,Tablet,5,30000,WH_BLR,CREATED,2026-01-15T11:40:17.056230
77df0c64-2e81-40ba-a658-b2906dbb71d6,P103,Tablet,2,30000,WH_MUM,CREATED,2026-01-15T03:17:28.056230
d7cf476c-16bb-4576-9f76-99b3cd3acc53,P105,Keyboard,1,2000,WH_CHE,CREATED,2026-01-15T08:55:41.056230
505f416d-d31e-4ef1-94c8-70cbb466bd14,P101,Laptop,3,75000,WH_BLR,PACKED,2026-01-15T01:08:27.056230
f2ee9d37-b681-43a3-90b6-6d02f39df01b,P105,Keyboard,3,2000,WH_BLR,SHIPPED,2026-01-15T04:32:02.056230
4bfaec59-ff3f-4ee2-82e0-9148cc3b251b,P102,Phone,5,40000,WH_DEL,CREATED,2026-01-15T04:31:31.056230
14365228-d57f-4fe2-a994-ea31824c483b,P102,Phone,4,40000,WH_BLR,CREATED,2026-01-14T15:31:31.056230
05f86e2c-4591-41ac-ac46-017c3e9e6150,P104,Monitor,1,15000,WH_DEL,PACKED,2026-01-15T08:01:36.056230
0b880642-c97d-4eb4-a65c-0e905f42f15e,P101,Laptop,5,75000,WH_CHE,CREATED,2026-01-14T21:25:49.056230
c87bf7a3-22b7-4ba7-9f43-d209adb9684c,P101,Laptop,1,75000,WH_MUM,SHIPPED,2026-01-15T02:56:18.056230
fa1d4464-66f2-4018-8143-480088781365,P103,Tablet,1,30000,WH_BLR,PACKED,2026-01-15T06:47:40.056230
8137bd07-8a99-4b3f-b507-d5475c1f921b,P101,Laptop,1,75000,WH_CHE,SHIPPED,2026-01-15T11:15:40.056230
9adf1368-156e-4810-9257-62a2bf165194,P103,Tablet,3,30000,WH_BLR,PACKED,2026-01-15T10:30:47.056230
a56730fc-53aa-42be-9f6a-fb4b93f9f40e,P103,Tablet,5,30000,WH_CHE,SHIPPED,2026-01-15T12:32:42.056230
0144210e-1c04-4e16-93d0-e46058811a26,P101,Laptop,4,75000,WH_DEL,CREATED,2026-01-14T21:23:57.056230
39f38a3c-0ace-49b2-bd68-0aafc716f9d4,P102,Phone,2,40000,WH_BLR,SHIPPED,2026-01-15T01:34:13.056230
b64ec246-0995-4893-b619-2d546874dadc,P105,Keyboard,4,2000,WH_BLR,CREATED,2026-01-14T16:37:16.056230
919c247d-f08c-4d35-b2f4-4721217c280a,P101,Laptop,4,75000,WH_DEL,SHIPPED,2026-01-15T02:51:03.056230
e7b0102f-05c6-47bd-a007-203a445b05ad,P105,Keyboard,1,2000,WH_CHE,PACKED,2026-01-15T09:25:20.056230
58ee79e1-bdbc-456b-888d-d82caa530a8c,P101,Laptop,4,75000,WH_MUM,SHIPPED,2026-01-14T12:56:03.056230
d029b6d6-33e8-46c3-80fc-f09fede4c969,P102,Phone,5,40000,WH_CHE,PACKED,2026-01-15T09:42:35.056230
3dba029b-f2cb-4c06-a198-1a56f108b308,P103,Tablet,5,30000,WH_MUM,PACKED,2026-01-14T23:56:38.056230
27bbc388-a3c4-4899-b6f7-b453ee76e55b,P103,Tablet,2,30000,WH_CHE,CREATED,2026-01-14T22:04:56.056230
059cffb1-aa56-4f4b-99ba-0138e2b2ebf7,P103,Tablet,3,30000,WH_CHE,CREATED,2026-01-15T12:24:35.056230
ac0ef222-1142-4a7c-8365-8cc1aca70e88,P103,Tablet,1,30000,WH_BLR,CREATED,2026-01-14T16:26:54.056230
72519ce8-edf9-4b78-995f-1dd750bad18a,P105,Keyboard,1,2000,WH_BLR,CREATED,2026-01-15T05:23:03.056230
ad655520-62c8-4ae7-a59b-37a461f2bab6,P102,Phone,2,40000,WH_CHE,PACKED,2026-01-15T08:25:15.056230
12d6c234-0201-442f-9890-703b10dce8da,P103,Tablet,1,30000,WH_CHE,SHIPPED,2026-01-14T18:37:31.056230
19a13cd7-7cfa-4bd2-a7b7-7d3c8fa3b9a5,P101,Laptop,5,75000,WH_MUM,CREATED,2026-01-14T16:13:24.056230
ddf6849c-c947-4226-a6e4-fb0a4a718503,P105,Keyboard,3,2000,WH_DEL,SHIPPED,2026-01-15T01:57:30.056230
13a14b78-27ea-4a90-840e-279d0e6adfcf,P105,Keyboard,5,2000,WH_DEL,CREATED,2026-01-14T17:43:32.056230
eeaf9912-fd5f-41bb-974f-05adac3b2a3b,P105,Keyboard,5,2000,WH_MUM,SHIPPED,2026-01-15T02:50:30.056230
96377b94-2806-4f02-b789-c29c6e6d6db3,P103,Tablet,3,30000,WH_DEL,SHIPPED,2026-01-14T17:09:38.056230
4eeb42fc-8b32-430d-be65-c6cba273cf7a,P103,Tablet,3,30000,WH_BLR,CREATED,2026-01-14T15:36:07.056230
3205ef3a-c7b9-47d5-9010-123e377589c2,P104,Monitor,3,15000,WH_DEL,CREATED,2026-01-15T00:35:22.056230
4dc463d5-e5d6-4c47-afad-2e54368ede2d,P103,Tablet,5,30000,WH_CHE,CREATED,2026-01-14T23:28:38.056230
9f641a3b-6d9e-4b27-b200-0fa92d66dc79,P102,Phone,5,40000,WH_DEL,SHIPPED,2026-01-15T02:34:33.056230
b42d47fd-dd93-4022-aab0-1fbacc48c17e,P101,Laptop,3,75000,WH_CHE,CREATED,2026-01-15T12:04:10.056230
ef71f7b1-1656-4995-bab2-6440518bfb7d,P104,Monitor,1,15000,WH_MUM,PACKED,2026-01-15T05:11:07.056230
a24b07af-71ed-4800-a2f1-1f811d9d82bf,P102,Phone,2,40000,WH_CHE,PACKED,2026-01-14T16:09:11.056230
9694eccc-12c8-4e12-b339-6cd544f13cd2,P105,Keyboard,4,2000,WH_MUM,SHIPPED,2026-01-15T10:36:22.056230
b63435c5-9716-41a6-afd7-8d5b699b55e8,P101,Laptop,5,75000,WH_DEL,SHIPPED,2026-01-15T10:59:39.056230
ae7733bf-2689-4b67-9e4b-25754b562c1d,P103,Tablet,5,30000,WH_BLR,SHIPPED,2026-01-15T01:52:32.056230
0ca8597e-015e-4b88-9787-47fe624ad9d6,P105,Keyboard,2,2000,WH_MUM,PACKED,2026-01-15T08:17:01.056230
6aba07d0-6d1e-4838-a3da-11357baeae12,P105,Keyboard,5,2000,WH_MUM,PACKED,2026-01-14T13:36:46.056230
cc639965-7fa9-409d-9318-c1018ba47b0d,P103,Tablet,2,30000,WH_BLR,SHIPPED,2026-01-15T07:56:44.056230
2fdf80f4-0a42-4d1d-a11a-d2c37fd800d1,P102,Phone,2,40000,WH_DEL,SHIPPED,2026-01-14T18:52:32.056230
e523d10d-bda6-4ae4-b863-a07f7bd54ea9,P102,Phone,5,40000,WH_MUM,CREATED,2026-01-15T10:05:07.056230
fce2775b-f47a-40d1-abdd-f4dd008d5183,P105,Keyboard,3,2000,WH_CHE,PACKED,2026-01-14T17:30:48.056230
d9ca9dea-1aa7-4799-a052-f638dd084bbc,P101,Laptop,4,75000,WH_CHE,SHIPPED,2026-01-15T00:54:18.056230
256f854f-c4c4-4316-bc3f-8063341e2ad9,P104,Monitor,2,15000,WH_MUM,CREATED,2026-01-15T01:38:15.056230
89851665-38b4-4a7d-b27a-9ed8ffb54cd4,P103,Tablet,3,30000,WH_CHE,SHIPPED,2026-01-15T04:18:07.056230
52d18341-189f-47b7-9353-610193436886,P101,Laptop,1,75000,WH_DEL,CREATED,2026-01-15T08:48:05.056230
77391afc-4b4e-4083-a507-b01851cadbe5,P104,Monitor,5,15000,WH_MUM,SHIPPED,2026-01-15T07:47:32.056230
e6454346-34c2-450e-a66f-813d4957adaa,P103,Tablet,3,30000,WH_BLR,PACKED,2026-01-15T00:07:03.056230
8cdc9236-91de-489c-b5e7-45d39e148938,P102,Phone,5,40000,WH_MUM,CREATED,2026-01-15T03:13:04.056230
6e1f91ac-7646-4347-8f72-e96b54e04c6c,P104,Monitor,1,15000,WH_MUM,PACKED,2026-01-14T13:40:47.056230
3688b3cf-8e5a-4085-9870-bd4079e23548,P104,Monitor,1,15000,WH_CHE,PACKED,2026-01-15T10:40:00.056230
b6763af5-bfa7-4d17-9a43-6d476a381ce5,P102,Phone,3,40000,WH_BLR,SHIPPED,2026-01-14T23:22:48.056230
4451aa72-aa9c-45e2-84e1-4d824e8a05db,P103,Tablet,4,30000,WH_DEL,PACKED,2026-01-15T07:42:56.056230
77f388ac-7451-4333-ae5d-d2c98632737f,P105,Keyboard,1,2000,WH_MUM,CREATED,2026-01-14T21:29:27.056230
37232bde-f1eb-47ba-a173-c5c2f257ba9e,P102,Phone,1,40000,WH_DEL,PACKED,2026-01-15T01:06:34.056230
f5b4a456-d216-4358-b270-276d0e94088e,P102,Phone,5,40000,WH_MUM,SHIPPED,2026-01-14T22:16:51.056230
4d1dfad8-a2ab-4c84-825a-ce92aad7027c,P103,Tablet,1,30000,WH_DEL,PACKED,2026-01-14T21:53:27.056230
940e062a-4f7d-4616-901b-278f9006c7ce,P102,Phone,3,40000,WH_MUM,SHIPPED,2026-01-14T22:31:36.056230
d7272743-0441-4f40-b6d1-cb0b078bc74c,P105,Keyboard,2,2000,WH_BLR,SHIPPED,2026-01-15T12:05:45.056230
0f4994f6-4241-408c-8435-2d68b9e65a51,P101,Laptop,2,75000,WH_BLR,PACKED,2026-01-14T13:32:56.056230
ac38b646-e0db-4409-a758-3889af557caf,P102,Phone,2,40000,WH_CHE,PACKED,2026-01-15T05:14:03.056230
1f7e2c27-b35a-4d99-be11-d74b08581f88,P101,Laptop,4,75000,WH_BLR,CREATED,2026-01-15T11:59:37.056230
bb6b5d62-451d-4b75-ad44-708cea9ef665,P101,Laptop,3,75000,WH_BLR,PACKED,2026-01-14T17:24:43.056230
b72220b7-d54a-4dd1-9109-7306e2a762fa,P101,Laptop,5,75000,WH_CHE,CREATED,2026-01-14T17:44:10.056230
c67e6cca-45c1-4f5d-a925-7b9255c9300b,P102,Phone,2,40000,WH_MUM,CREATED,2026-01-14T21:46:05.056230
cf303635-c2f9-4013-a8b3-18a764a7dd78,P103,Tablet,1,30000,WH_BLR,CREATED,2026-01-15T01:07:53.056230
18119356-56bc-48d0-bebe-2b723824a7ce,P101,Laptop,1,75000,WH_CHE,CREATED,2026-01-15T07:05:23.056230
2283fa3f-e8ad-446d-95c2-630123d112c0,P105,Keyboard,2,2000,WH_MUM,CREATED,2026-01-15T03:54:30.056230
1241b24d-8aeb-4428-b03f-7ef47cf4145c,P104,Monitor,1,15000,WH_MUM,PACKED,2026-01-14T22:38:57.056230
f5de193b-eb3e-4dfd-960b-5ef94e58237a,P102,Phone,4,40000,WH_CHE,PACKED,2026-01-15T02:55:06.056230
e91b2542-acee-453d-96c9-ff58dc4b8b1e,P104,Monitor,2,15000,WH_CHE,SHIPPED,2026-01-15T07:19:50.056230
c92ef4f1-cfa1-4e6b-b43f-c095d3809dcd,P102,Phone,3,40000,WH_MUM,SHIPPED,2026-01-14T13:19:24.056230
8416ed1a-5891-4a01-b1bb-84a6aab28210,P105,Keyboard,2,2000,WH_BLR,PACKED,2026-01-14T22:59:12.056230
c6163ef0-598f-4dc5-a871-4deec20a7a74,P102,Phone,2,40000,WH_CHE,PACKED,2026-01-14T21:11:22.056230
236a9a5e-3beb-443b-876e-2267fc3f98a0,P103,Tablet,2,30000,WH_BLR,SHIPPED,2026-01-15T06:05:16.056230
b4d4b7ee-6fc7-4a0c-b1cb-f7613ff44966,P104,Monitor,4,15000,WH_MUM,PACKED,2026-01-14T16:51:26.056230
416ff36d-48ab-4356-b517-d2e2849ecea4,P102,Phone,3,40000,WH_CHE,SHIPPED,2026-01-15T02:06:53.056230
c7fe24d2-d9cd-4e4f-a054-8093f526c846,P104,Monitor,2,15000,WH_BLR,SHIPPED,2026-01-15T01:17:18.056230
a98cde21-e07d-4ea4-8f80-f19d94ba070e,P105,Keyboard,4,2000,WH_BLR,CREATED,2026-01-14T17:42:02.056230
1681dc20-2113-4f41-bfb0-49a4bd4c57bb,P102,Phone,2,40000,WH_MUM,CREATED,2026-01-14T14:18:24.056230
95bbb66a-bada-4417-ae2b-3b067c13740e,P101,Laptop,2,75000,WH_CHE,CREATED,2026-01-14T14:22:58.056230
01ffa4d5-1e7a-4b91-ac39-a21f9785b3d5,P104,Monitor,1,15000,WH_CHE,CREATED,2026-01-15T05:24:30.056230
9c74a4d2-9c2a-432d-aaa8-cd78ddaa7904,P103,Tablet,4,30000,WH_DEL,CREATED,2026-01-15T01:17:19.056230
f698217f-dad7-48be-88cd-bc20dabdd703,P101,Laptop,2,75000,WH_BLR,PACKED,2026-01-15T05:19:44.056230
c64b4ce0-44ff-4096-b8d8-2c93879458d2,P102,Phone,2,40000,WH_MUM,SHIPPED,2026-01-14T18:28:21.056230
ea2ed1c5-a1de-4d11-9d2c-0b952bde734a,P103,Tablet,5,30000,WH_CHE,SHIPPED,2026-01-15T07:10:06.056230
ad9f2529-e9f5-4f18-8e82-586bd2dc993b,P102,Phone,3,40000,WH_MUM,PACKED,2026-01-14T22:43:39.056230
8a248c36-59d9-4cb1-a5bd-bc6f66af93a2,P105,Keyboard,2,2000,WH_BLR,SHIPPED,2026-01-14T16:19:48.056230
05c50139-5568-4354-8c40-10330ccf6775,P103,Tablet,4,30000,WH_BLR,CREATED,2026-01-15T04:01:12.056230
783a0cdb-ab9b-435f-a3be-6d3240bdc336,P101,Laptop,4,75000,WH_BLR,PACKED,2026-01-15T06:43:00.056230
38a36f7d-6634-4838-9c0f-2fc1f342539a,P103,Tablet,1,30000,WH_CHE,SHIPPED,2026-01-15T05:21:36.056230
549f4a7b-6cf5-4f3f-8518-d365bbd0d29d,P103,Tablet,5,30000,WH_BLR,PACKED,2026-01-15T02:53:09.056230
9eff04ac-2cf0-452a-b87f-2d52ee7dc50a,P103,Tablet,1,30000,WH_CHE,CREATED,2026-01-14T17:15:01.056230
bdf584c4-2ed2-43e4-afcd-c083c858e9e4,P101,Laptop,1,75000,WH_MUM,SHIPPED,2026-01-14T15:54:57.056230
680681ad-e548-44c5-9945-83b39f9ef184,P104,Monitor,5,15000,WH_DEL,CREATED,2026-01-15T00:18:57.056230
37d03c45-f84a-4a67-a4cd-acae2de86194,P102,Phone,4,40000,WH_DEL,CREATED,2026-01-14T15:31:56.056230
9f5d1c5b-a3dc-42a5-bab5-db99fd871bbb,P101,Laptop,5,75000,WH_MUM,SHIPPED,2026-01-14T23:58:17.056230
c1cd4f74-87d5-4db7-a8d5-223ce32ee25d,P103,Tablet,4,30000,WH_MUM,CREATED,2026-01-14T16:08:40.056230
4a7caaf5-bd03-4cb9-bf93-b140ce3adf1a,P105,Keyboard,2,2000,WH_CHE,CREATED,2026-01-15T00:29:05.056230
188ff425-6b11-4ca3-abd6-4d5151778327,P104,Monitor,4,15000,WH_CHE,SHIPPED,2026-01-15T09:26:27.056230
d07a588a-fb4f-4aed-a345-008224d16182,P105,Keyboard,1,2000,WH_MUM,SHIPPED,2026-01-15T02:33:39.056230
8ec1c812-ced1-4e92-bf4c-dc2258006993,P102,Phone,1,40000,WH_MUM,PACKED,2026-01-15T03:43:02.056230
a31deaa1-3324-4364-8eb6-0ad758c29957,P102,Phone,5,40000,WH_CHE,PACKED,2026-01-15T09:53:55.056230
c2f2a236-d458-4a36-be3e-36b7c71e59fa,P105,Keyboard,1,2000,WH_CHE,PACKED,2026-01-15T11:37:10.056230
98cf836c-a32e-4d97-b9dd-0d4cdbf91d3c,P102,Phone,2,40000,WH_MUM,SHIPPED,2026-01-14T23:32:59.056230
eade9500-1d2b-47c8-81b2-f55d6361b3cf,P104,Monitor,3,15000,WH_BLR,PACKED,2026-01-14T15:48:58.056230
517a8524-2f47-42bc-aa70-ecc4a28fe713,P105,Keyboard,3,2000,WH_CHE,CREATED,2026-01-14T12:39:46.056230
7281c7e8-a620-4b69-bfaf-4b927a298ba9,P101,Laptop,1,75000,WH_DEL,CREATED,2026-01-15T02:33:56.056230
4b96a800-9854-4763-a733-5c04149e2a26,P103,Tablet,4,30000,WH_BLR,CREATED,2026-01-15T08:43:30.056230
c6b274cc-f19d-4b83-9ed4-fd185d12b1cd,P105,Keyboard,2,2000,WH_CHE,SHIPPED,2026-01-14T21:15:27.056230
001e23bb-6f2b-4420-8272-c16c7e8e0f27,P103,Tablet,3,30000,WH_MUM,PACKED,2026-01-15T09:27:59.056230
53f359eb-fe14-4152-bc2b-5ea8dbe2a5ec,P105,Keyboard,2,2000,WH_MUM,CREATED,2026-01-15T11:14:53.056230
54670cbd-0557-45e6-bdf5-1bc03e0c30bb,P101,Laptop,4,75000,WH_BLR,CREATED,2026-01-15T10:15:10.056230
c01c9f0b-9152-410c-bdc5-fe58fda86160,P104,Monitor,3,15000,WH_BLR,CREATED,2026-01-14T18:32:55.056230
a4970abf-ec2a-449b-b6b8-e5fdc146c6d6,P104,Monitor,4,15000,WH_BLR,SHIPPED,2026-01-15T03:42:29.056230
f7067a39-c988-4361-bcdf-84561e02584a,P104,Monitor,5,15000,WH_DEL,CREATED,2026-01-15T02:10:10.056230
